customer_id,first_name,last_name,address,city,province,postal,email,phone1,phone2,company_name,web,company_id
991,Kayleigh,Bendle,9735 Linton St #2284,Kingswells,,AB16 7RW,kayleigh.bendle@bendle.co.uk,01312-772111,01355-733333,J A Associates,http://www.jaassociates.co.uk,903
992,Kayleigh,Lace,43 Huey P Long Ave,Lafayette,,,kayleigh.lace@yahoo.com,337-740-9323,337-751-2326,Dentalaw Divsn Hlth Care,http://www.dentalawdivsnhlthcare.com,1294
993,Keena,Rebich,3713 Poway Rd,Sawtell,,,krebich@rebich.net.au,02-4972-3570,0468-708-802,Affilated Consulting Group Inc,http://www.affilatedconsultinggroupinc.com.au,42
994,Keith,Evartt,973 El Camino Real,Derby Junction,NB,E1V 5B4,kevartt@evartt.com,506-229-5393,506-807-4021,"Hamlet, Fred T Esq",http://www.hamletfredtesq.com,1720
995,Kelvin,Hasha,18 Duluth St,Edmonton,AB,T5M 4A7,khasha@hotmail.com,780-227-7373,780-756-7823,"Orourke, Denise Michelle Esq",http://www.orourkedenisemichelleesq.com,1721
996,Kenda,Koza,7 Netley St,Custom House Ward,,E16 3DP,kkoza@koza.co.uk,01840-188852,01476-264977,General Bindery Co Inc,http://www.generalbinderycoinc.co.uk,774
997,Kendra,Loud,6 Arch St #9757,Alcida,NB,E8J 2C4,kloud@gmail.com,506-363-1526,506-932-4472,Deloitte & Touche,http://www.deloittetouche.com,1722
998,Keneth,Borgman,86350 Roszel Rd,Phoenix,,,keneth@yahoo.com,602-919-4211,602-442-3092,Centerline Engineering,http://www.centerlineengineering.com,1420
999,Keneth,Stpierrie,2 Seacombe St,Littleborough Lakeside Ward,,OL15 0JP,keneth_stpierrie@hotmail.com,01919-731224,01325-412836,Mueller Repro Blue Printg,http://www.muellerreproblueprintg.co.uk,872
1000,Kenia,Sharples,611 Grand Ave,Calgary,AB,T2J 1Y3,kenia_sharples@hotmail.com,403-341-7208,403-217-4166,Marc Hotels & Resorts Inc,http://www.marchotelsresortsinc.com,1723
1001,Kenneth,Degennaro,965 Bryant St,St Martins,NB,E5R 1G5,kenneth.degennaro@aol.com,506-763-6456,506-220-8258,"Dodson, Mac Pa",http://www.dodsonmacpa.com,1724
1002,Kenneth,Drizin,2 Scott Blvd,Amos,QC,J9T 1S3,kdrizin@aol.com,819-999-6396,819-572-9764,Packaging Corp Of America,http://www.packagingcorpofamerica.co.uk,571
1003,Kenneth,Grenet,2167 Sierra Rd,East Lansing,,,kenneth.grenet@grenet.org,517-499-2322,517-867-8077,Bank Of New York,http://www.bankofnewyork.com,1450
1004,Kenny,Leicht,245 5th Ave,Nicholls Rivulet,,,kenny@leicht.com.au,03-6240-8274,0486-712-822,Gaddis Court Reporting,http://www.gaddiscourtreporting.com.au,115
1005,Kenny,Lin,1 Towson St,Howe of Fife and Tay Coast War,,KY14 6AH,kenny@lin.co.uk,01753-900033,01473-417906,Mcmahan Mcmahan & Brinkley,http://www.mcmahanmcmahanbrinkley.co.uk,695
1006,Kent,Ivans,56710 Euclid Ave,Camp Mountain,,,kent_ivans@yahoo.com,07-8661-4016,0429-746-524,Demer Normann Smith Ltd,http://www.demernormannsmithltd.com.au,80
1007,Kerrie,Makuch,7855 Sir Thomas St #7499,Calstock,,PL17 8AR,kmakuch@gmail.com,01854-749084,01966-883088,Kinkos Copies,http://www.kinkoscopies.co.uk,836
1008,Kerry,Theodorov,6916 W Main St,Sacramento,,,kerry.theodorov@gmail.com,916-591-3277,916-770-7448,Capitol Reporters,http://www.capitolreporters.com,1161
1009,Keshia,Wasp,75 E Main,Adelaide River,,,kwasp@wasp.net.au,08-1683-9243,0439-885-729,"Cole, Gary D Esq",http://www.colegarydesq.com.au,285
1010,Keva,Moehring,37564 Grace Ln,Salamander Bay,,,keva.moehring@moehring.net.au,02-9187-4769,0448-465-944,Rapid Reproductions Printing,http://www.rapidreproductionsprinting.com.au,263
1011,Kiera,Bassil,5152 Sophia St,Woodstock Ward,,BS15 8DS,kbassil@bassil.co.uk,01655-519837,01783-446052,Storm Eye Institute,http://www.stormeyeinstitute.co.uk,569
1012,Kiley,Caldarera,25 E 75th St #69,Los Angeles,,,kiley.caldarera@aol.com,310-498-5651,310-254-3084,Feiner Bros,http://www.feinerbros.com,1009
1013,Kimberely,Rabuse,89 W 35th St #1,Windsor,ON,N8S 3R1,kimberely.rabuse@cox.net,519-912-5533,519-814-7675,"Carey, Paul D Esq",http://www.careypauldesq.com,1725
1014,Kimberely,Weyman,7721 Harrison St,Kingsway West,,,kweyman@weyman.com.au,02-7091-8948,0441-151-810,Scientific Agrcltl Svc Inc,http://www.scientificagrcltlsvcinc.com.au,399
1015,Kimberlie,Duenas,8100 Jacksonville Rd #7,Hays,,,kimberlie_duenas@yahoo.com,785-629-8542,785-616-1685,Mid Contntl Rlty & Prop Mgmt,http://www.midcontntlrltypropmgmt.com,1254
1016,Kimbery,Madarang,798 Lund Farm Way,Rockaway,,,kimbery_madarang@cox.net,973-310-1634,973-225-6259,"Silberman, Arthur L Esq",http://www.silbermanarthurlesq.com,1129
1017,Kimbery,Plikerd,62 15th Ave #63,Duncan,BC,V9L 2E9,kimbery.plikerd@cox.net,250-504-9388,250-654-7546,"Bain, James W Esq",http://www.bainjameswesq.com,1726
1018,Kimi,Selfe,2 W Kellogg Dr #5,Jonquiere,QC,G8A 1H7,kimi@cox.net,418-795-3880,418-432-2714,M & M Assoc Inc,http://www.mmassocinc.com,1727
1019,Kina,Saltman,29 Oregon St,Ruddington,,NG11 6JT,kina_saltman@gmail.com,01515-506025,01788-849591,Mitchell Silliman Co Inc,http://www.mitchellsillimancoinc.co.uk,812
1020,Kindra,Dishong,4 Sutton Ln,Nepean,ON,K2E 6A5,kdishong@gmail.com,613-510-3295,613-620-3122,"Mcclanathan, Peter D Esq",http://www.mcclanathanpeterdesq.com,1728
1021,King,Picton,3 W Pioneer Dr,Preston Beach,,,king@hotmail.com,08-7605-2080,0468-322-703,U S Rentals,http://www.usrentals.com.au,291
1022,King,Suman,79 Lexington Ave #83,Chicoutimi,QC,G7J 4W9,king@cox.net,418-470-4541,418-316-1403,Meek & Associates Real Estate,http://www.meekassociatesrealestate.com,1729
1023,King,Vanacore,30 Seville St,Meads Ward,,BN20 7QU,king_vanacore@yahoo.com,01908-714833,01651-442812,Sdse Public Tv,http://www.sdsepublictv.co.uk,747
1024,Kip,Turziano,37 Meadow St,Laindon Park Ward,,SS15 6LE,kip.turziano@yahoo.com,01850-347846,01222-164469,General Appraisal Co,http://www.generalappraisalco.co.uk,543
1025,Kirby,Litherland,92 South St,Alligator Creek,,,kirby.litherland@hotmail.com,07-5284-3845,0480-676-186,Cross Western Store,http://www.crosswesternstore.com.au,79
1026,Kirk,Herritt,88 15th Ave Ne,Vestal,,,kirk.herritt@aol.com,607-407-3716,607-350-7690,"Hasting, H Duane Esq",http://www.hastinghduaneesq.com,1328
1027,Kizzy,Stangle,8 W Lake St #1,Welbungin,,,kizzy.stangle@yahoo.com,08-1937-3980,0474-218-755,"Rogers, Clay M Esq",http://www.rogersclaymesq.com.au,205
1028,Kris,Bala,43 Gateway Blvd,Brampton,ON,L7A 2E8,kris_bala@gmail.com,905-848-5458,905-860-5785,U S Tsubaki Inc,http://www.ustsubakiinc.com,1730
1029,Kris,Marrier,228 Runamuck Pl #2808,Baltimore,,,kris@gmail.com,410-655-8723,410-804-4694,"King, Christopher A Esq",http://www.kingchristopheraesq.com,1006
1030,Kris,Medich,94843 Trabold Rd #59,Shannon,,,kris.medich@hotmail.com,03-6589-2556,0469-243-477,Chieftain Four Inc,http://www.chieftainfourinc.com.au,349
1031,Krissy,Rauser,8728 S Broad St,Coram,,,krauser@cox.net,631-443-4710,631-288-2866,"Anderson, Mark A Esq",http://www.andersonmarkaesq.com,1360
1032,Kristal,Bothe,896 Pershing Ave,Paradise,NL,A1L 2Y8,kristal@hotmail.com,709-976-5766,709-937-7068,L A Kennedy Inc,http://www.lakennedyinc.com,1731
1033,Kristeen,Turinetti,70099 E North Ave,Arlington,,,kristeen@gmail.com,817-213-8851,817-947-9480,Jeanerette Middle School,http://www.jeanerettemiddleschool.com,1297
1034,Kristel,Ehmann,92899 Kalakaua Ave,El Paso,,,kristel.ehmann@aol.com,915-452-1290,915-300-6100,"Mccoy, Joy Reynolds Esq",http://www.mccoyjoyreynoldsesq.com,1353
1035,Kristian,Ellerbusch,71585 S Ayon Ave #9,Wanguri,,,kristian@yahoo.com,08-2748-1250,0442-982-316,"Butler, Frank B Esq",http://www.butlerfrankbesq.com.au,29
1036,Kristin,Shiflet,503 Fulford Ave,Somers,,,kristin@hotmail.com,03-4529-7210,0488-223-788,"Jones, Peter B Esq",http://www.jonespeterbesq.com.au,77
1037,Kristine,Klipfel,3380 Alexander St,Moulsham and Central Ward,,CM1 9QQ,kristine.klipfel@yahoo.com,01710-435506,01396-935784,"Neeley, Gregory W Esq",http://www.neeleygregorywesq.co.uk,630
1038,Kristofer,Bennick,772 W River Dr,Bloomington,,,kristofer.bennick@yahoo.com,812-368-1511,812-442-8544,"Logan, Ronald J Esq",http://www.loganronaldjesq.com,1347
1039,Krystal,Twyman,9 Garcia Ave #38,Scarborough,ON,M1C 1N8,ktwyman@gmail.com,416-712-8230,416-253-3534,Shell Western Hills,http://www.shellwesternhills.com,1732
1040,Krystina,Schlabaugh,7316 Friar St,Salvington Ward,,BN13 3FL,kschlabaugh@schlabaugh.co.uk,01441-846477,01332-799979,Harris Oldsmobile Inc,http://www.harrisoldsmobileinc.co.uk,986
1041,Kyoko,Mcmillian,77 Reading St #8,North Tawton,,EX20 2TR,kyoko_mcmillian@gmail.com,01235-173362,01371-735347,Nature Conservancy,http://www.natureconservancy.co.uk,607
1042,Lacey,Francis,44 105th Ave,Hunchy,,,lacey.francis@francis.net.au,07-4119-3981,0415-135-989,Anthony & Langford,http://www.anthonylangford.com.au,442
1043,Lachelle,Andrzejewski,262 Montauk Blvd,Cherrybrook,,,lachelle.andrzejewski@andrzejewski.com.au,02-3416-9617,0453-493-910,Lucas Cntrl Systems Prod Deeco,http://www.lucascntrlsystemsproddeeco.com.au,351
1044,Lacresha,Quinones,48 Bernardo Cent,Vaudreuil-Dorion,QC,J7V 5V8,lacresha@hotmail.com,450-213-1080,450-248-5946,John Drew Theater Of Gld Hall,http://www.johndrewtheaterofgldhall.com,1733
1045,Lai,Gato,37 Alabama Ave,Evanston,,,lai.gato@gato.org,847-728-7286,847-957-4614,"Fligg, Kenneth I Jr",http://www.fliggkennethijr.com,1084
1046,Lai,Harabedian,1933 Packer Ave #2,Novato,,,lai@gmail.com,415-423-3294,415-926-6089,Buergi & Madden Scale,http://www.buergimaddenscale.com,1491
1047,Laila,Fend,57 St Georges Hill,Crawcrook and Greenside Ward,,NE40 4LJ,lfend@gmail.com,01550-206220,01624-621665,Burlington Co Library,http://www.burlingtoncolibrary.co.uk,669
1048,Laine,Killean,767 9th Ave Sw,Braybrook,,,laine@gmail.com,03-2813-6426,0411-276-383,"Bussard, Vicki L Esq",http://www.bussardvickilesq.com.au,307
1049,Lajuana,Mccloud,7 W Pine St,Saint-Thomas,QC,J0K 3L0,lajuana_mccloud@hotmail.com,450-272-6370,450-704-8629,Cesena Printg E Side Printg Co,http://www.cesenaprintgesideprintgco.com,1734
1050,Lajuana,Vonderahe,7 Wiley Post Way,Trowutta,,,lajuana.vonderahe@yahoo.com,03-5661-2424,0430-111-686,Milwaukee Courier Inc,http://www.milwaukeecourierinc.com.au,124
1051,Lakeesha,Beachel,1 Sw 72nd Ave,Chilliwack,BC,V2P 4W3,lakeesha_beachel@aol.com,604-352-7502,604-776-5963,"Olivera, Keith R Esq",http://www.oliverakeithresq.com,1735
1052,Lamar,Suite,6301 Dorset Rd,Harefield Ward,,UB9 6LF,lsuite@yahoo.com,01716-613102,01885-144424,T J Boyle & Associates,http://www.tjboyleassociates.co.uk,716
1053,Lamonica,Princiotta,29133 Hammond Dr #1,Beermullah,,,lamonica@hotmail.com,08-5227-2620,0425-628-359,Grossman Tuchman & Shah,http://www.grossmantuchmanshah.com.au,293
1054,Lang,Heuring,2 Global Rd,Cambridge,ON,N1R 2X2,lang@cox.net,519-985-7311,519-864-3447,Hill Realty Property Mgmt,http://www.hillrealtypropertymgmt.com,1736
1055,Lanie,Smalarz,5149 Maria Rd,Peterlee,,SR8 5RL,lanie.smalarz@yahoo.com,01218-415062,01279-431606,Philosophical Rsrch Scty Bkstr,http://www.philosophicalrsrchsctybkstr.co.uk,682
1056,Lanie,Smarsh,555 Ludlow St,Trowbridge,,BA14 9JB,lanie@yahoo.com,01973-841918,01731-921990,Lbt,http://www.lbt.co.uk,780
1057,Laquanda,Kho,7 Lockhart St,Billesley Ward,,B14 5HS,laquanda.kho@yahoo.com,01725-370369,01271-465942,Bayou Welding Works Inc,http://www.bayouweldingworksinc.co.uk,865
1058,Laquita,Hisaw,20 Gloucester Pl #96,Chirton Ward,,NE29 7AD,laquita@yahoo.com,01746-394243,01590-982428,In Communications Inc,http://www.incommunicationsinc.co.uk,506
1059,Larae,Gudroe,6651 Municipal Rd,Houma,,,larae_gudroe@gmail.com,985-890-7262,985-261-5783,Lehigh Furn Divsn Lehigh,http://www.lehighfurndivsnlehigh.com.au,434
1060,Larue,Ocacio,8 Jacob St,Daybrook Ward,,NG5 6JB,larue@yahoo.com,01577-443040,01654-933782,"Hollett, Byron P Esq",http://www.hollettbyronpesq.co.uk,909
1061,Lasandra,Frisinger,1 Highway 71 S,Abbotsford,BC,V2S 2G5,lfrisinger@cox.net,604-210-7413,604-366-8983,Jmr Marketing & Graphics Corp,http://www.jmrmarketinggraphicscorp.com,1737
1062,Lashanda,Skahan,739 Stockton Ave,Gray Rapids,NB,E9B 1G6,lashanda.skahan@aol.com,506-497-2698,506-543-5119,Monogram Co,http://www.monogramco.com,1738
1063,Lashandra,Klang,810 N La Brea Ave,King of Prussia,,,lashandra@yahoo.com,610-809-1818,610-378-7332,Acqua Group,http://www.acquagroup.com,1388
1064,Lashaun,Casteneda,894 Feather River Blvd,Edmonton,AB,T6L 4W9,lashaun.casteneda@casteneda.com,780-751-5370,780-433-1426,Gerald A Coniglio Md/facs,http://www.geraldaconigliomdfacs.com,1739
1065,Lashaunda,Lizama,3387 Ryan Dr,Hanover,,,llizama@cox.net,410-678-2473,410-912-6032,Earnhardt Printing,http://www.earnhardtprinting.com,1341
1066,Lashawn,Ker,13 Nelson Rd,Filwood Ward,,BS4 1HT,lashawn.ker@gmail.com,01676-780022,01470-187069,"Thornsjo, Dale O Esq",http://www.thornsjodaleoesq.co.uk,611
1067,Lashawn,Urion,6 Argyle Rd,Bar Beach,,,lurion@yahoo.com,02-4794-6673,0436-337-750,U Stor,http://www.ustor.com.au,130
1068,Lashawna,Filan,8 Lincoln Way W #6698,Greenhills,,,lashawna.filan@filan.net.au,08-6937-4366,0488-276-458,South Carolina State Housing F,http://www.southcarolinastatehousingf.com.au,350
1069,Lashawnda,Stuer,7422 Martin Ave #8,Toledo,,,lstuer@cox.net,419-588-8719,419-399-1744,"Rodriguez, J Christopher Esq",http://www.rodriguezjchristopheresq.com,1337
1070,Lashon,Vizarro,433 Westminster Blvd #590,Roseville,,,lashon@aol.com,916-741-7884,916-289-4526,Sentry Signs,http://www.sentrysigns.com,1237
1071,Lashonda,Langanke,667 S Highland Dr #4,Simson,,,lashonda@langanke.net.au,03-9838-7533,0491-793-730,"Krausert, Diane D Esq",http://www.krausertdianedesq.com.au,158
1072,Lashunda,Argiro,205 Forge St #4021,Stainburn,,LS21 2LS,lashunda@yahoo.com,01422-728149,01653-381714,Kluza Associates,http://www.kluzaassociates.co.uk,877
1073,Latanya,Mattia,8229 S Washington Ave,Portage la Prairie,MB,R1N 3T4,lmattia@yahoo.com,204-649-9481,204-615-1776,Swissotel Boston,http://www.swissotelboston.com,1740
1074,Latia,Cos,18 Thomas St,Barnham,,PO22 0JT,lcos@yahoo.com,01695-303367,01871-192422,Capitol Cadillac Company,http://www.capitolcadillaccompany.co.uk,761
1075,Laticia,Merced,72 Mannix Dr,Cincinnati,,,lmerced@gmail.com,513-508-7371,513-418-1566,Alinabal Inc,http://www.alinabalinc.com,1147
1076,Latonia,Helander,6325 Statesville Rd,Brampton,ON,L6V 4R8,latonia@helander.com,905-723-5674,905-209-4309,Gebhardt & Smith,http://www.gebhardtsmith.com,1741
1077,Latosha,Alexy,37 Langham St #948,St. Georges Hill Ward,,KT13 0AZ,latosha@yahoo.com,01704-508066,01662-268374,"Laitinen, Stephen B Esq",http://www.laitinenstephenbesq.co.uk,599
1078,Latrice,Tolfree,81 Norris Ave #525,Ronkonkoma,,,latrice.tolfree@hotmail.com,631-957-7624,631-998-2102,United Van Lines Agent,http://www.unitedvanlinesagent.com,1160
1079,Latricia,Schmoyer,6 Central Ave #4,Woodville,,,latricia_schmoyer@hotmail.com,08-5444-3296,0459-945-995,Flanagan Lieberman Hoffman,http://www.flanaganliebermanhoffman.com.au,197
1080,Launa,Torez,12 Gelling St,Trossachs and Teith Ward,,FK16 6DU,launa.torez@yahoo.com,01670-547878,01919-422541,"Farber, Mindy Esq",http://www.farbermindyesq.co.uk,821
1081,Launa,Vanauken,30338 S Dunworth St,Peake,,,launa@gmail.com,08-9808-2647,0423-125-880,"Tripuraneni, Prabhakar Md",http://www.tripuraneniprabhakarmd.com.au,340
1082,Laura,Bourbonnais,2 N Valley Mills Dr,Cape Portland,,,laura.bourbonnais@yahoo.com,03-6543-6688,0491-455-112,Kansas Association Ins Agtts,http://www.kansasassociationinsagtts.com.au,27
1083,Laura,Gumaer,1779 Bird St,East Sheen Ward,,SW14 8JZ,laura_gumaer@gmail.com,01821-208235,01798-839362,C Leasing Company,http://www.cleasingcompany.co.uk,765
1084,Lauran,Burnard,66697 Park Pl #3224,Riverton,,,lburnard@burnard.com,307-342-7795,307-453-7589,Professionals Unlimited,http://www.professionalsunlimited.com,1238
1085,Lauran,Huntsberger,41 E Jackson St,Willetton,,,lhuntsberger@huntsberger.net.au,08-2704-3706,0476-605-889,Triangle Engineering Inc,http://www.triangleengineeringinc.com.au,418
1086,Lauran,Tovmasyan,199 Maple Ave,Boolaroo,,,ltovmasyan@tovmasyan.net.au,02-2546-5344,0459-680-488,United Christian Cmnty Crdt Un,http://www.unitedchristiancmntycrdtun.com.au,68
1087,Laurel,Pagliuca,36 Enterprise St Se,Richland,,,laurel@yahoo.com,509-695-5199,509-595-6485,Printing Images Corp,http://www.printingimagescorp.com,1390
1088,Laurel,Reitler,6 Kains Ave,Baltimore,,,laurel_reitler@reitler.com,410-520-4832,410-957-6903,Q A Service,http://www.qaservice.com,1073
1089,Laurena,Begin,7564 N Academy Ave,London,ON,N6A 1S5,laurena.begin@begin.com,519-790-8660,519-942-6403,"Barry, Anthony S Esq",http://www.barryanthonysesq.com,1742
1090,Laurene,Bennett,5 Richmond Ct,North Perth,,,laurene_bennett@gmail.com,08-2969-2908,0468-234-875,Elbin Internatl Baskets,http://www.elbininternatlbaskets.com.au,102
1091,Lauryn,Randol,4207 Leon Rd,North Vancouver,BC,V7L 3X6,lauryn@yahoo.com,604-236-4625,604-597-5482,"Judy, Henry L Esq",http://www.judyhenrylesq.com,1743
1092,Lavelle,Lillywhite,5 S Taylor Ave,La Malbaie,QC,G5A 2R8,lavelle.lillywhite@hotmail.com,418-442-4179,418-719-1723,"Schivley, G Gregory",http://www.schivleyggregory.com,1744
1093,Lavera,Perin,678 3rd Ave,Miami,,,lperin@perin.org,305-606-7291,305-995-2078,Abc Enterprises Inc,http://www.abcenterprisesinc.com,1040
1094,Lavina,Michelet,2719 N Delaware St,Anjou,QC,H1M 1X5,lavina.michelet@michelet.org,514-842-3549,514-309-7294,Environmental Data Resources,http://www.environmentaldataresources.com,1745
1095,Lavonda,Hengel,87 Imperial Ct #79,Fargo,,,lavonda@cox.net,701-898-2154,701-421-7080,Bradley Nameplate Corp,http://www.bradleynameplatecorp.com,1281
1096,Lavonna,Wolny,5 Cabot Rd,Mc Lean,,,lavonna.wolny@hotmail.com,703-483-1970,703-892-2914,"Linhares, Kenneth A Esq",http://www.linhareskennethaesq.com,1340
1097,Lavonne,Esco,377 Excalibur Dr,East Melbourne,,,lavonne.esco@yahoo.com,03-3474-2120,0444-359-546,Ansaring Answering Service,http://www.ansaringansweringservice.com.au,48
1098,Lawana,Yuasa,77818 Prince Drew Rd,Cape Paterson,,,lawana_yuasa@yuasa.net.au,03-2324-3472,0456-330-756,Viking Lodge,http://www.vikinglodge.com.au,302
1099,Lawanda,Jacocks,92 A Glenneyre Ave,Cranbrook,BC,V1C 4E3,lawanda.jacocks@gmail.com,250-226-8113,250-239-2228,Houma Fabricators Inc,http://www.houmafabricatorsinc.com,1746
1100,Lawrence,Lorens,9 Hwy,Providence,,,lawrence.lorens@hotmail.com,401-465-6432,401-893-1820,New England Sec Equip Co Inc,http://www.newenglandsecequipcoinc.com,1486
1101,Layla,Springe,229 N Forty Driv,New York,,,layla.springe@cox.net,212-260-3151,212-253-7448,Chadds Ford Winery,http://www.chaddsfordwinery.com.au,93
1102,Lazaro,Mollison,31 E Middlefield Rd #8555,Beloeil,QC,J3G 3J4,lazaro@gmail.com,450-356-6427,450-270-3903,United Drilling Inc,http://www.uniteddrillinginc.com,1747
1103,Lea,Steinhaus,80 Maplewood Dr #34,Bradford,ON,L3Z 2S4,lsteinhaus@cox.net,905-618-8258,905-651-3298,"James, Christopher Esq",http://www.jameschristopheresq.com,1748
1104,Leah,Luchterhand,68 Scotland Place,Loughborough Hastings Ward,,LE11 2NX,leah@hotmail.com,01777-851028,01615-475126,Safeguard Chemical Corp,http://www.safeguardchemicalcorp.co.uk,861
1105,Leah,Milsap,45 Mountain View Ave,Lower Hermitage,,,leah@milsap.com.au,08-4040-9192,0452-193-155,"Schwartz, Seymour I Md",http://www.schwartzseymourimd.com.au,315
1106,Leana,Stackpole,690 Copenhagen Rd,Warham,,NR23 1NJ,lstackpole@yahoo.com,01248-325090,01386-257445,Direct Tools & Fasteners,http://www.directtoolsfasteners.co.uk,919
1107,Leandro,Bolka,1886 2nd Ave,Wattle Hill,,,leandro_bolka@hotmail.com,03-8157-4609,0413-530-467,Classic Video Duplication Inc,http://www.classicvideoduplicationinc.com.au,86
1108,Leanna,Tijerina,2859 Dorsett Rd,North York,ON,M9L 2T9,leanna@cox.net,416-719-2114,416-658-1773,Stephenson Land Surveying,http://www.stephensonlandsurveying.com,1749
1109,Leanora,Respicio,99 College St South #1,Byker Ward,,NE6 2RX,lrespicio@respicio.co.uk,01564-503370,01694-477023,Fire Protection Consultants,http://www.fireprotectionconsultants.co.uk,766
1110,Leatha,Block,6926 Orange Ave,Two Rocks,,,leatha_block@gmail.com,08-7635-8350,0445-211-162,Chadds Ford Winery,http://www.chaddsfordwinery.com.au,93
1111,Leatha,Hagele,627 Walford Ave,Dallas,,,lhagele@cox.net,214-339-1809,214-225-5850,Ninas Indian Grs & Videos,http://www.ninasindiangrsvideos.com,1135
1112,Leeann,Flory,1761 Johnstone St,Church Langley Ward,,CM17 9TZ,leeann@gmail.com,01906-807997,01997-771926,Fleetwood Area School District,http://www.fleetwoodareaschooldistrict.co.uk,898
1113,Leigha,Capelli,8039 Howard Ave,East Toowoomba,,,leigha.capelli@capelli.com.au,07-4823-9785,0432-580-634,Saturn Of Delray,http://www.saturnofdelray.com.au,57
1114,Leigha,Semenza,784 Juno St #7653,North Horsham,,RH12 4GW,lsemenza@yahoo.com,01406-216625,01286-731684,Unique Epoxy,http://www.uniqueepoxy.co.uk,712
1115,Leila,Titzer,9 Constitution Ave,Calgary,AB,T2X 2M9,leila_titzer@aol.com,403-733-8035,403-455-2552,D W Rogers Co,http://www.dwrogersco.com,1750
1116,Lelia,Filion,45 Bidder St #38,Town Ward,,EN1 3HT,lelia.filion@filion.co.uk,01367-136951,01322-715065,Alphabetland Pre School Center,http://www.alphabetlandpreschoolcenter.co.uk,582
1117,Lelia,Thiemann,440 Town Center Dr,Kamloops,BC,V2B 7W6,lelia.thiemann@yahoo.com,250-671-3851,250-798-7786,"Kleeman, Dena A Esq",http://www.kleemandenaaesq.com,1751
1118,Lemuel,Allis,8430 Shadwell St,Great Barr with Yew Tree Ward,,WS5 4SU,lemuel_allis@yahoo.com,01580-252868,01704-416123,Computer Security Cnslnts Inc,http://www.computersecuritycnslntsinc.co.uk,834
1119,Lemuel,Latzke,70 Euclid Ave #722,Bohemia,,,lemuel.latzke@gmail.com,631-748-6479,631-291-4976,Computer Repair Service,http://www.computerrepairservice.com,1188
1120,Lenita,Darbro,2726 Franklin Hill Rd,Vernon,BC,V1T 7V8,lenita@yahoo.com,250-749-4517,250-607-3667,"Ball, David S",http://www.balldavids.com,1752
1121,Lenna,Newville,987 Main St,Raleigh,,,lnewville@newville.com,919-623-2524,919-254-5987,"Brooks, Morris J Jr",http://www.brooksmorrisjjr.com,1389
1122,Lenna,Paprocki,639 Main St,Anchorage,,,lpaprocki@hotmail.com,907-385-4412,907-921-2010,Feltz Printing Service,http://www.feltzprintingservice.com,1000
1123,Lennie,Asley,79 Pine St,Radcliffe West Ward,,M26 1GH,lennie_asley@gmail.com,01585-487560,01802-349902,Air Tech Streamlining,http://www.airtechstreamlining.co.uk,921
1124,Lenny,Gazzola,6 Romilly St,Walkergate Ward,,NE6 4YH,lenny.gazzola@yahoo.com,01312-233253,01342-706893,Wise Industries,http://www.wiseindustries.co.uk,588
1125,Lenora,Delacruz,5400 Market St,Turill,,,lenora@delacruz.net.au,02-7862-5151,0454-434-110,"Stilling, William J Esq",http://www.stillingwilliamjesq.com.au,498
1126,Leoma,Rabago,575 Washington St,Nanaimo,BC,V9R 6W5,leoma.rabago@hotmail.com,250-810-7815,250-340-9574,"Curtis, Martin L Dds",http://www.curtismartinldds.com,1753
1127,Leonard,Kufner,41 Canning St,Steornabhagh a Deas Ward,,HS1 2PZ,lkufner@kufner.co.uk,01230-623547,01604-718601,Arctic Star Distributing Inc,http://www.arcticstardistributinginc.co.uk,524
1128,Leonardo,Leahman,80 Wisconsin Ave,Calgary,AB,T2L 1X5,leonardo@aol.com,403-328-5056,403-988-3938,"Jacks, Gerald H Esq",http://www.jacksgeraldhesq.com,1754
1129,Leonida,Gobern,5 Elmwood Park Blvd,Biloxi,,,leonida@gobern.org,228-235-5615,228-432-4635,"Holmes, Armstead J Esq",http://www.holmesarmsteadjesq.com,1225
1130,Leonie,Devereux,88 Vernon St,Dunbar and East Linton Ward,,EH42 1SJ,leonie_devereux@gmail.com,01515-840778,01859-764851,Mr Bar B Q Inc,http://www.mrbarbqinc.co.uk,786
1131,Leonor,Beilinson,269 Distribution Way,Orleans,ON,K1C 1Z6,leonor.beilinson@hotmail.com,613-338-5158,613-308-1865,Lochaven Fed Svngs & Ln Assn,http://www.lochavenfedsvngslnassn.com,1755
1132,Leonor,Prez,968 Delaware Ave,Waterloo,,,lprez@prez.com.au,02-7463-8776,0466-155-348,Vinco Furniture Inc,http://www.vincofurnitureinc.com.au,173
1133,Leonora,Mauson,3381 E 40th Ave,Passaic,,,leonora@yahoo.com,973-412-2995,973-355-2120,Insty Prints,http://www.instyprints.com,1329
1134,Leontine,Lafoy,191 Richland St #5,Quebec,QC,G1J 4B2,llafoy@aol.com,418-271-8667,418-975-7693,"Caffrey, John F Esq",http://www.caffreyjohnfesq.com,1756
1135,Leontine,Stalma,859 Franquette Ave,Simcoe,ON,N3Y 5H1,lstalma@stalma.org,519-641-7145,519-623-8354,Comprehensive Environ Svc Inc,http://www.comprehensiveenvironsvcinc.com,1757
1136,Leota,Dilliard,7 W Jackson Blvd,San Jose,,,leota@hotmail.com,408-752-3500,408-813-1105,Commercial Press,http://www.commercialpress.com,1004
